"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image1","Input.image2","Input.image3","Input.image4","Input.image5","Input.image6","Input.image7","Input.image8","Input.image9","Input.image10","Input.image11","Input.image12","Answer.selected","Approve","Reject"
"3ACRLU860NE9ZSVTXN57V1SDG4DBEJ","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","339ANSOTR52OUKY2PLDS335J44VKIW","A13AA4ZKU2F2D0","Approved","Wed Feb 20 11:04:09 PST 2019","Wed Feb 20 11:11:13 PST 2019","Sat Feb 23 11:11:13 PST 2019","Wed Feb 20 11:50:09 PST 2019","","","424","100% (37/37)","100% (37/37)","100% (37/37)","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1053/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8572/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7268/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/2923/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7266/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7266/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1319/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/punjabi/7899/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6251/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5152/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6286/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7246/12.jpg","image5|image10|image8|image7|image4|image6|image11|image2|image1|image12"
"3ACRLU860NE9ZSVTXN57V1SDG4DBEJ","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","345LHZDEDXSN7DLVYWA75KCSNDVU32","AIWX8CTWASWI7","Approved","Wed Feb 20 11:03:12 PST 2019","Wed Feb 20 11:03:47 PST 2019","Sat Feb 23 11:03:47 PST 2019","Wed Feb 20 11:50:09 PST 2019","","","35","100% (94/94)","100% (94/94)","100% (26/26)","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1053/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8572/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7268/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/2923/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7266/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7266/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1319/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/punjabi/7899/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6251/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5152/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6286/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7246/12.jpg","image6|image1|image2|image9|image11|image4|image12"
"3ACRLU860NE9ZSVTXN57V1SDG4DBEJ","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3YMU66OBIN8JW3RZTCAS5ZCBXAYHGW","AUMY3AA0I92SR","Approved","Wed Feb 20 11:03:07 PST 2019","Wed Feb 20 11:10:39 PST 2019","Sat Feb 23 11:10:39 PST 2019","Wed Feb 20 11:50:09 PST 2019","","","452","100% (39/39)","100% (39/39)","100% (39/39)","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1053/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8572/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7268/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/2923/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7266/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7266/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1319/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/punjabi/7899/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6251/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5152/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6286/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7246/12.jpg","image11|image1|image12|image2|image6|image4|image5"
"371QPA24C2OABDVYLL1DOBF5X291TG","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3DY4FPOOA1OF3UVXECL8J4HR7YKRVS","A3PABOW1OQ9MX1","Approved","Wed Feb 20 11:03:00 PST 2019","Wed Feb 20 11:05:22 PST 2019","Sat Feb 23 11:05:22 PST 2019","Wed Feb 20 11:50:09 PST 2019","","","142","100% (37/37)","100% (37/37)","100% (37/37)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7465/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1054/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1710/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1319/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7179/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5762/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7180/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1054/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/2320/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7468/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7500/12.jpg","image2|image9|image6|image10|image8|image12"
"371QPA24C2OABDVYLL1DOBF5X291TG","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3TXMY6UCAEOJSKAXAG13OMJXQ53CQE","A13AA4ZKU2F2D0","Approved","Wed Feb 20 11:03:38 PST 2019","Wed Feb 20 11:06:27 PST 2019","Sat Feb 23 11:06:27 PST 2019","Wed Feb 20 11:50:10 PST 2019","","","169","100% (37/37)","100% (37/37)","100% (37/37)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7465/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1054/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1710/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1319/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7179/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5762/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7180/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1054/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/2320/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7468/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7500/12.jpg","image8|image2|image5|image6|image10|image12|image9"
"371QPA24C2OABDVYLL1DOBF5X291TG","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3VNL7UK1XFJ3NCMZIMLZ1XFN7PTTFJ","AUMY3AA0I92SR","Approved","Wed Feb 20 11:02:34 PST 2019","Wed Feb 20 11:07:03 PST 2019","Sat Feb 23 11:07:03 PST 2019","Wed Feb 20 11:50:10 PST 2019","","","269","100% (39/39)","100% (39/39)","100% (39/39)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7465/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1054/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1710/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1319/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7179/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5762/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7180/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1054/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/2320/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7468/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/7500/12.jpg","image6|image8|image9|image1|image10|image12|image5|image2"
"3YOAVL4CA0HNPO1GEV9X8XNPUH4Z44","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","32N49TQG3GIN4D9GC1ZMOESH7UXAV4","A13AA4ZKU2F2D0","Approved","Wed Feb 20 11:04:19 PST 2019","Wed Feb 20 11:14:44 PST 2019","Sat Feb 23 11:14:44 PST 2019","Wed Feb 20 11:50:10 PST 2019","","","625","100% (37/37)","100% (37/37)","100% (37/37)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7467/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5060/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/2320/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1710/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7465/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/punjabi/7900/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8085/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7179/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7992/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6252/12.jpg","image7|image6|image2|image4|image5|image1|image9|image8|image3"
"3YOAVL4CA0HNPO1GEV9X8XNPUH4Z44","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3Y4W8Q93LZKL2KCSWBQOEF0NSXUDV9","A3PABOW1OQ9MX1","Approved","Wed Feb 20 11:04:32 PST 2019","Wed Feb 20 11:16:01 PST 2019","Sat Feb 23 11:16:01 PST 2019","Wed Feb 20 11:50:10 PST 2019","","","689","100% (37/37)","100% (37/37)","100% (37/37)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7467/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5060/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/2320/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1710/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7465/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/punjabi/7900/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8085/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7179/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7992/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6252/12.jpg","image1|image5|image2|image3|image8|image7|image6|image4"
"3YOAVL4CA0HNPO1GEV9X8XNPUH4Z44","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3ZWFC4W1UU7Q7X97EXG41IE5J4WRF4","AUMY3AA0I92SR","Approved","Wed Feb 20 11:02:43 PST 2019","Wed Feb 20 11:09:52 PST 2019","Sat Feb 23 11:09:52 PST 2019","Wed Feb 20 11:50:10 PST 2019","","","429","100% (39/39)","100% (39/39)","100% (39/39)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7467/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5060/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/2320/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/1710/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7465/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/punjabi/7900/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8085/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7179/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7992/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/8573/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6252/12.jpg","image7|image9|image3|image4|image8|image2|image6|image1"
"371DNNCG442SMDFJK6AS3L2DB8F8T7","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3JCG6DTRV3QNMLKGFY2Y8R8EUK3QQW","AIWX8CTWASWI7","Approved","Wed Feb 20 11:02:08 PST 2019","Wed Feb 20 11:02:24 PST 2019","Sat Feb 23 11:02:24 PST 2019","Wed Feb 20 11:50:10 PST 2019","","","16","100% (94/94)","100% (94/94)","100% (26/26)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5154/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/2320/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1334/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8087/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6286/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7267/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8086/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6286/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7268/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5152/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1053/12.jpg","image9|image1|image12|image5|image2|image3|image7|image10"
"371DNNCG442SMDFJK6AS3L2DB8F8T7","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3Q5C1WP23M1ACVH1AROG9F5FQCP150","AUMY3AA0I92SR","Approved","Wed Feb 20 11:02:39 PST 2019","Wed Feb 20 11:08:03 PST 2019","Sat Feb 23 11:08:03 PST 2019","Wed Feb 20 11:50:10 PST 2019","","","324","100% (39/39)","100% (39/39)","100% (39/39)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5154/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/2320/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1334/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8087/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6286/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7267/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8086/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6286/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7268/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5152/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1053/12.jpg","image3|image2|image5|image12|image9|image1|image10"
"371DNNCG442SMDFJK6AS3L2DB8F8T7","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3QIYRE09Y3HE2KN7ERK23W51HXP1NQ","A3PABOW1OQ9MX1","Approved","Wed Feb 20 11:03:07 PST 2019","Wed Feb 20 11:08:31 PST 2019","Sat Feb 23 11:08:31 PST 2019","Wed Feb 20 11:50:10 PST 2019","","","324","100% (37/37)","100% (37/37)","100% (37/37)","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5154/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/malayalam/2320/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1334/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8087/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6286/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7267/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8086/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/hindi/8683/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6286/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7268/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/5152/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1053/12.jpg","image2|image12|image3|image1|image9|image5|image10"
"3MXX6RQ9EV5TBKZARMBVHZLBKJY4PR","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3A4NIXBJ76ZLA96BV0NLAWPFADJMLG","A1LF850PGYYU08","Approved","Wed Feb 20 11:02:55 PST 2019","Wed Feb 20 11:07:05 PST 2019","Sat Feb 23 11:07:05 PST 2019","Wed Feb 20 11:50:10 PST 2019","","","250","100% (2/2)","100% (1/1)","100% (1/1)","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1334/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7948/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8087/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7178/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1334/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8085/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1334/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5762/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7178/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6252/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5058/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7465/12.jpg","image4|image1|image2|image3|image8|image6|image7|image9|image5"
"3MXX6RQ9EV5TBKZARMBVHZLBKJY4PR","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3TPWUS5F891OCH6JMP09GB1JE6JWC1","AIWX8CTWASWI7","Approved","Wed Feb 20 11:02:17 PST 2019","Wed Feb 20 11:02:37 PST 2019","Sat Feb 23 11:02:37 PST 2019","Wed Feb 20 11:50:11 PST 2019","","","20","100% (94/94)","100% (94/94)","100% (26/26)","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1334/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7948/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8087/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7178/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1334/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8085/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1334/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5762/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7178/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6252/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5058/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7465/12.jpg","image7|image1|image6|image3|image4|image9|image5|image8"
"3MXX6RQ9EV5TBKZARMBVHZLBKJY4PR","3VU3J1KUFBZQ5KTJXWRWFDC1JT7TG8","Select images that show a wedding","Click on the images that depict a wedding.  We are interested in both Indian weddings and Western-style weddings.","image, classification, wedding","$0.01","Wed Feb 20 11:00:38 PST 2019","3","BatchId:3539142;OriginalHitTemplateId:928390875;","3600","259200","Wed Feb 27 11:00:38 PST 2019","","","3TR2532VIPUDQGXJ5Z4R5LF1GOZJ61","AUMY3AA0I92SR","Approved","Wed Feb 20 11:02:07 PST 2019","Wed Feb 20 11:05:34 PST 2019","Sat Feb 23 11:05:34 PST 2019","Wed Feb 20 11:50:11 PST 2019","","","207","100% (39/39)","100% (39/39)","100% (39/39)","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1334/01.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/gujarati/7948/02.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8087/03.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7178/04.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1334/05.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/telugu/8085/06.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/1334/07.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-european-language/spanish/5762/08.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/marathi/7178/09.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/bengali/6252/10.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/5058/11.jpg","https://s3.amazonaws.com/nets213-hw5/weddings-indian-languages/tamil/7465/12.jpg","image1|image8|image7|image6|image5|image4|image3|image9"
